id,lead,sample,feature
6470,1,97232,R
6480,1,97369,R
6490,1,97504,R
6500,1,97639,R
6510,1,97772,R
6520,1,97909,R
6530,1,98048,R
6540,1,98188,R
6550,1,98332,R
6560,1,98474,R
6570,1,98614,R
6580,1,98753,R
6590,1,98891,R
6600,1,99030,R
6610,1,99169,R
6620,1,99309,R
6630,1,99451,R
6640,1,99593,R
6650,1,99735,R
6660,1,99876,R
6670,1,100019,R
6680,1,100162,R
6690,1,100312,R
6700,1,100460,R
6710,1,100618,R
6720,1,100779,R
6730,1,100941,R
6740,1,101099,R
6750,1,101256,R
6760,1,101410,R
6770,1,101560,R
6780,1,101705,R
6790,1,101850,R
6800,1,101994,R
6810,1,102139,R
6820,1,102282,R
6830,1,102432,R
6840,1,102579,R
6850,1,102726,R
6860,1,102874,R
6870,1,103023,R
6880,1,103167,R
6890,1,103317,R
6900,1,103464,R
6910,1,103616,R
6920,1,103774,R
6930,1,103931,R
6940,1,104087,R
6950,1,104239,R
6960,1,104390,R
6970,1,104537,R
6980,1,104685,R
6990,1,104835,R
7000,1,104984,R
7010,1,105132,R
7020,1,105278,R
7030,1,105424,R
7040,1,105569,R
7050,1,105710,R
7060,1,105855,R
7070,1,106000,R
7080,1,106149,R
7090,1,106310,R
7100,1,106472,R
7110,1,106636,R
7120,1,106797,R
7130,1,106952,R
7140,1,107105,R
7150,1,107254,R
7160,1,107404,R
7170,1,107555,R
7180,1,107710,R
7190,1,107868,R
7200,1,108023,R
7210,1,108176,R
7220,1,108321,R
7230,1,108467,R
7240,1,108612,R
7250,1,108760,R
7260,1,108906,R
7270,1,109058,R
7280,1,109212,R
7290,1,109365,R
7300,1,109520,R
7310,1,109672,R
7320,1,109821,R
7330,1,109970,R
7340,1,110116,R
7350,1,110263,R
7360,1,110408,R
7370,1,110551,R
7380,1,110694,R
7390,1,110844,R
7400,1,110993,R
7410,1,111149,R
7420,1,111312,R
7430,1,111470,R
7440,1,111624,R
7450,1,111774,R
7460,1,111918,R
7470,1,112055,R
7480,1,112188,R
7490,1,112320,R
7500,1,112456,R
7510,1,112594,R
7520,1,112734,R
7530,1,112877,R
7540,1,113019,R
7550,1,113160,R
7560,1,113303,R
7570,1,113447,R
7580,1,113593,R
7590,1,113737,R
7600,1,113880,R
7610,1,114027,R
7620,1,114173,R
7630,1,114323,R
7640,1,114475,R
7650,1,114625,R
7660,1,114778,R
7670,1,114933,R
7680,1,115087,R
7690,1,115240,R
7700,1,115391,R
7710,1,115542,R
7720,1,115689,R
7730,1,115840,R
7740,1,115986,R
7750,1,116129,R
7760,1,116266,R
7770,1,116404,R
7780,1,116537,R
7790,1,116672,R
7800,1,116806,R
7810,1,116942,R
7820,1,117075,R
7830,1,117216,R
7840,1,117356,R
7850,1,117497,R
7860,1,117633,R
7870,1,117767,R
7880,1,117900,R
7890,1,118035,R
7900,1,118169,R
7910,1,118300,R
7920,1,118433,R
7930,1,118563,R
7940,1,118697,R
7950,1,118834,R
7960,1,118968,R
7970,1,119107,R
7980,1,119248,R
7990,1,119388,R
8000,1,119533,R
8010,1,119677,R
8020,1,119822,R
8030,1,119961,R
8040,1,120099,R
8050,1,120236,R
8060,1,120380,R
8070,1,120529,R
8080,1,120692,R
8090,1,120862,R
8100,1,121030,R
8110,1,121198,R
8120,1,121355,R
8130,1,121504,R
8140,1,121651,R
8150,1,121790,R
8160,1,121927,R
8170,1,122071,R
8180,1,122227,R
8190,1,122392,R
8200,1,122549,R
8210,1,122703,R
8220,1,122851,R
8230,1,122990,R
8240,1,123128,R
8250,1,123268,R
8260,1,123409,R
8270,1,123548,R
8280,1,123688,R
8290,1,123828,R
8300,1,123971,R
8310,1,124117,R
8320,1,124261,R
8330,1,124410,R
8340,1,124562,R
8350,1,124722,R
8360,1,124879,R
8370,1,125030,R
8380,1,125182,R
8390,1,125336,R
8400,1,125490,R
8410,1,125653,R
8420,1,125817,R
8430,1,125983,R
8440,1,126141,R
8450,1,126290,R
8460,1,126437,R
8470,1,126579,R
8480,1,126719,R
8490,1,126859,R
8500,1,126999,R
8510,1,127139,R
8520,1,127275,R
8530,1,127411,R
8540,1,127544,R
8550,1,127680,R
8560,1,127823,R
8570,1,127972,R
8580,1,128123,R
8590,1,128266,R
8600,1,128408,R
8610,1,128544,R
8620,1,128679,R
8630,1,128813,R
8640,1,128947,R
8650,1,129080,R
8660,1,129209,R
8670,1,129337,R
8680,1,129463,R
8690,1,129591,R
8700,1,129723,R
8710,1,129871,R
8720,1,130037,R
8730,1,130205,R
8740,1,130374,R
8750,1,130539,R
8760,1,130698,R
8770,1,130847,R
8780,1,130992,R
8790,1,131133,R
8800,1,131270,R
8810,1,131405,R
8820,1,131538,R
8830,1,131669,R
8840,1,131801,R
8850,1,131930,R
8860,1,132070,R
8870,1,132225,R
8880,1,132385,R
8890,1,132560,R
8900,1,132736,R
8910,1,132908,R
8920,1,133072,R
8930,1,133231,R
8940,1,133385,R
8950,1,133530,R
8960,1,133670,R
8970,1,133805,R
8980,1,133937,R
8990,1,134070,R
9000,1,134205,R
9010,1,134342,R
9020,1,134494,R
9030,1,134662,R
9040,1,134837,R
9050,1,135011,R
9060,1,135189,R
9070,1,135363,R
9080,1,135532,R
9090,1,135695,R
9100,1,135846,R
9110,1,135998,R
9120,1,136144,R
9130,1,136290,R
9140,1,136438,R
9150,1,136587,R
9160,1,136741,R
9170,1,136892,R
9180,1,137035,R
9190,1,137178,R
9200,1,137322,R
9210,1,137466,R
9220,1,137610,R
9230,1,137752,R
9240,1,137902,R
9250,1,138062,R
9260,1,138226,R
9270,1,138388,R
9280,1,138544,R
9290,1,138701,R
9300,1,138862,R
9310,1,139026,R
9320,1,139189,R
9330,1,139346,R
9340,1,139494,R
9350,1,139638,R
9360,1,139781,R
9370,1,139928,R
9380,1,140082,R
9390,1,140245,R
9400,1,140406,R
9410,1,140564,R
9420,1,140720,R
9430,1,140877,R
9440,1,141026,R
9450,1,141172,R
9460,1,141316,R
9470,1,141460,R
9480,1,141608,R
9490,1,141762,R
9500,1,141918,R
9510,1,142070,R
9520,1,142228,R
9530,1,142382,R
9540,1,142538,R
9550,1,142692,R
9560,1,142843,R
9570,1,142996,R
9580,1,143150,R
9590,1,143310,R
9600,1,143472,R
9610,1,143631,R
9620,1,143789,R
9630,1,143941,R
9640,1,144085,R
9650,1,144230,R
9660,1,144370,R
9670,1,144515,R
9680,1,144654,R
9690,1,144795,R
9700,1,144941,R
9710,1,145091,R
9720,1,145245,R
9730,1,145401,R
9740,1,145549,R
9750,1,145689,R
9760,1,145827,R
9770,1,145968,R
9780,1,146113,R
9790,1,146283,R
9800,1,146451,R
9810,1,146616,R
9820,1,146776,R
9830,1,146931,R
9840,1,147083,R
9850,1,147229,R
9860,1,147369,R
9870,1,147508,R
9880,1,147646,R
9890,1,147784,R
9900,1,147925,R
9910,1,148070,R
9920,1,148221,R
9930,1,148372,R
9940,1,148524,R
9950,1,148674,R
9960,1,148828,R
9970,1,148978,R
9980,1,149127,R
9990,1,149268,R
10000,1,149408,R
10010,1,149549,R
10020,1,149688,R
10030,1,149830,R
10040,1,149972,R
10050,1,150113,R
10060,1,150254,R
10070,1,150394,R
10080,1,150537,R
10090,1,150682,R
10100,1,150826,R
10110,1,150969,R
10120,1,151105,R
10130,1,151243,R
10140,1,151378,R
10150,1,151513,R
10160,1,151646,R
10170,1,151778,R
10180,1,151910,R
10190,1,152043,R
10200,1,152178,R
10210,1,152311,R
10220,1,152439,R
10230,1,152573,R
10240,1,152705,R
10250,1,152845,R
10260,1,152996,R
10270,1,153153,R
10280,1,153299,R
10290,1,153444,R
10300,1,153583,R
10310,1,153720,R
10320,1,153859,R
10330,1,154001,R
10340,1,154147,R
10350,1,154297,R
10360,1,154450,R
10370,1,154598,R
10380,1,154741,R
10390,1,154887,R
10400,1,155025,R
10410,1,155163,R
10420,1,155307,R
10430,1,155455,R
10440,1,155605,R
10450,1,155755,R
10460,1,155898,R
10470,1,156038,R
10480,1,156179,R
10490,1,156316,R
10500,1,156459,R
10510,1,156610,R
10520,1,156762,R
10530,1,156916,R
10540,1,157066,R
10550,1,157216,R
10560,1,157363,R
10570,1,157512,R
10580,1,157655,R
10590,1,157795,R
10600,1,157937,R
10610,1,158076,R
10620,1,158219,R
10630,1,158363,R
10640,1,158510,R
10650,1,158655,R
10660,1,158799,R
10670,1,158944,R
10680,1,159089,R
10690,1,159236,R
10700,1,159383,R
10710,1,159532,R
10720,1,159678,R
10730,1,159822,R
10740,1,159964,R
10750,1,160103,R
10760,1,160239,R
10770,1,160373,R
10780,1,160505,R
10790,1,160637,R
10800,1,160771,R
10810,1,160906,R
10820,1,161039,R
10830,1,161174,R
10840,1,161317,R
10850,1,161463,R
10860,1,161610,R
10870,1,161753,R
10880,1,161892,R
10890,1,162026,R
10900,1,162155,R
10910,1,162282,R
10920,1,162407,R
10930,1,162529,R
10940,1,162649,R
10950,1,162772,R
10960,1,162905,R
10970,1,163050,R
10980,1,163209,R
10990,1,163379,R
11000,1,163557,R
11010,1,163737,R
11020,1,163901,R
11030,1,164056,R
11040,1,164203,R
11050,1,164344,R
11060,1,164482,R
11070,1,164616,R
11080,1,164750,R
11090,1,164885,R
11100,1,165023,R
11110,1,165167,R
11120,1,165309,R
11130,1,165446,R
11140,1,165582,R
11150,1,165723,R
11160,1,165866,R
11170,1,166009,R
11180,1,166147,R
11190,1,166286,R
11200,1,166422,R
11210,1,166553,R
11220,1,166681,R
11230,1,166810,R
11240,1,166937,R
11250,1,167060,R
11260,1,167189,R
11270,1,167325,R
11280,1,167462,R
11290,1,167593,R
11300,1,167723,R
11310,1,167853,R
11320,1,167982,R
11330,1,168113,R
11340,1,168246,R
11350,1,168377,R
11360,1,168507,R
11370,1,168642,R
11380,1,168777,R
11390,1,168910,R
11400,1,169039,R
11410,1,169166,R
11420,1,169290,R
11430,1,169413,R
11440,1,169541,R
11450,1,169663,R
11460,1,169785,R
11470,1,169906,R
11480,1,170032,R
11490,1,170159,R
11500,1,170289,R
11510,1,170422,R
11520,1,170556,R
11530,1,170689,R
11540,1,170821,R
11550,1,170951,R
11560,1,171082,R
11570,1,171212,R
11580,1,171341,R
11590,1,171475,R
11600,1,171608,R
11610,1,171739,R
11620,1,171881,R
11630,1,172033,R
11640,1,172184,R
11650,1,172336,R
11660,1,172481,R
11670,1,172623,R
11680,1,172761,R
11690,1,172896,R
11700,1,173027,R
11710,1,173157,R
11720,1,173292,R
11730,1,173426,R
11740,1,173571,R
11750,1,173727,R
11760,1,173890,R
11770,1,174040,R
11780,1,174190,R
11790,1,174332,R
11800,1,174469,R
11810,1,174605,R
11820,1,174743,R
11830,1,174883,R
11840,1,175022,R
11850,1,175167,R
11860,1,175309,R
11870,1,175450,R
11880,1,175590,R
11890,1,175731,R
11900,1,175869,R
11910,1,176008,R
11920,1,176145,R
11930,1,176281,R
11940,1,176411,R
11950,1,176543,R
11960,1,176671,R
11970,1,176801,R
11980,1,176937,R
11990,1,177084,R
12000,1,177232,R
12010,1,177394,R
12020,1,177554,R
12030,1,177711,R
12040,1,177863,R
12050,1,178006,R
12060,1,178153,R
12070,1,178290,R
12080,1,178426,R
12090,1,178561,R
12100,1,178696,R
12110,1,178827,R
12120,1,178956,R
12130,1,179086,R
12140,1,179221,R
12150,1,179359,R
12160,1,179501,R
12170,1,179640,R
12180,1,179784,R
12190,1,179925,R
12200,1,180068,R
12210,1,180211,R
12220,1,180350,R
12230,1,180485,R
12240,1,180622,R
12250,1,180759,R
12260,1,180902,R
12270,1,181055,R
12280,1,181215,R
12290,1,181368,R
12300,1,181516,R
12310,1,181662,R
12320,1,181805,R
12330,1,181948,R
12340,1,182091,R
12350,1,182228,R
12360,1,182367,R
12370,1,182504,R
12380,1,182647,R
12390,1,182815,R
12400,1,182977,R
12410,1,183151,R
12420,1,183323,R
12430,1,183485,R
12440,1,183645,R
12450,1,183798,R
12460,1,183937,R
12470,1,184079,R
12480,1,184215,R
12490,1,184346,R
12500,1,184477,R
12510,1,184606,R
12520,1,184733,R
12530,1,184861,R
12540,1,184989,R
12550,1,185119,R
12560,1,185249,R
12570,1,185378,R
12580,1,185506,R
12590,1,185633,R
12600,1,185760,R
12610,1,185888,R
12620,1,186016,R
12630,1,186149,R
12640,1,186295,R
12650,1,186466,R
12660,1,186656,R
12670,1,186846,R
12680,1,187031,R
12690,1,187210,R
12700,1,187365,R
12710,1,187520,R
12720,1,187661,R
12730,1,187798,R
12740,1,187932,R
12750,1,188065,R
12760,1,188197,R
12770,1,188323,R
12780,1,188456,R
12790,1,188591,R
12800,1,188731,R
12810,1,188874,R
12820,1,189017,R
12830,1,189159,R
12840,1,189296,R
12850,1,189433,R
12860,1,189565,R
12870,1,189698,R
12880,1,189833,R
12890,1,189974,R
12900,1,190117,R
12910,1,190255,R
12920,1,190391,R
12930,1,190528,R
12940,1,190668,R
12950,1,190811,R
12960,1,190958,R
12970,1,191104,R
12980,1,191256,R
12990,1,191406,R
13000,1,191555,R
13010,1,191703,R
13020,1,191847,R
13030,1,191987,R
13040,1,192123,R
13050,1,192260,R
13060,1,192398,R
13070,1,192537,R
13080,1,192684,R
13090,1,192840,R
13100,1,193003,R
13110,1,193163,R
13120,1,193324,R
13130,1,193480,R
13140,1,193631,R
13150,1,193777,R
13160,1,193916,R
13170,1,194049,R
13180,1,194187,R
13190,1,194331,R
13200,1,194490,R
13210,1,194645,R
13220,1,194807,R
13230,1,194971,R
13240,1,195131,R
13250,1,195285,R
13260,1,195436,R
13270,1,195581,R
13280,1,195724,R
13290,1,195865,R
13300,1,196008,R
13310,1,196154,R
13320,1,196308,R
13330,1,196471,R
13340,1,196637,R
13350,1,196802,R
13360,1,196969,R
13370,1,197133,R
13380,1,197291,R
13390,1,197443,R
13400,1,197593,R
13410,1,197738,R
13420,1,197885,R
13430,1,198035,R
13440,1,198185,R
13450,1,198338,R
13460,1,198486,R
13470,1,198642,R
13480,1,198797,R
13490,1,198951,R
13500,1,199101,R
13510,1,199250,R
13520,1,199397,R
13530,1,199538,R
13540,1,199679,R
13550,1,199816,R
13560,1,199954,R
13570,1,200088,R
13580,1,200219,R
13590,1,200348,R
13600,1,200474,R
13610,1,200609,R
13620,1,200742,R
13630,1,200879,R
13640,1,201019,R
13650,1,201158,R
13660,1,201296,R
13670,1,201439,R
13680,1,201586,R
13690,1,201725,R
13700,1,201866,R
13710,1,201996,R
13720,1,202129,R
13730,1,202258,R
13740,1,202390,R
13750,1,202523,R
13760,1,202657,R
13770,1,202795,R
13780,1,202934,R
13790,1,203074,R
13800,1,203212,R
13810,1,203350,R
13820,1,203489,R
13830,1,203631,R
13840,1,203775,R
13850,1,203919,R
13860,1,204071,R
13870,1,204217,R
13880,1,204358,R
13890,1,204499,R
13900,1,204652,R
13910,1,204806,R
13920,1,204956,R
13930,1,205105,R
13940,1,205254,R
13950,1,205401,R
13960,1,205551,R
13970,1,205699,R
13980,1,205844,R
13990,1,205992,R
14000,1,206138,R
14010,1,206285,R
14020,1,206429,R
14030,1,206572,R
14040,1,206718,R
14050,1,206866,R
14060,1,207028,R
14070,1,207195,R
