id,lead,sample,feature
1071634,2,41333,R
1071645,2,41483,R
1071655,2,41632,R
1071666,2,41780,R
1071676,2,41927,R
1071686,2,42073,R
1071696,2,42219,R
1071706,2,42367,R
1071716,2,42519,R
1071726,2,42672,R
1071736,2,42827,R
1071746,2,42978,R
1071756,2,43123,R
1071766,2,43266,R
1071776,2,43409,R
1071786,2,43551,R
1071796,2,43701,R
1071806,2,43862,R
1071816,2,44025,R
1071827,2,44188,R
1071837,2,44350,R
1071847,2,44504,R
1071858,2,44655,R
1071868,2,44805,R
1071878,2,44954,R
1071888,2,45109,R
1071898,2,45261,R
1071908,2,45413,R
1071915,2,45561,R
1071923,2,45708,R
1071933,2,45855,R
1071944,2,46000,R
1071955,2,46140,R
1071965,2,46280,R
1071975,2,46417,R
1071982,2,46553,R
1071992,2,46687,R
1072002,2,46820,R
1072012,2,46957,R
1072022,2,47094,R
1072032,2,47229,R
1072039,2,47372,R
1072046,2,47508,R
1072056,2,47645,R
1072067,2,47782,R
1072078,2,47914,R
1072089,2,48044,R
1072097,2,48172,R
1072107,2,48297,R
1072114,2,48420,R
1072122,2,48543,R
1072132,2,48663,R
1072142,2,48783,R
1072149,2,48900,R
1072156,2,49016,R
1072166,2,49130,R
1072174,2,49243,R
1072185,2,49355,R
1072196,2,49467,R
1072206,2,49578,R
1072217,2,49688,R
1072225,2,49799,R
1072236,2,49911,R
1072246,2,50028,R
1072253,2,50151,R
1072260,2,50285,R
1072270,2,50430,R
1072277,2,50593,R
1072287,2,50757,R
1072295,2,50936,R
1072303,2,51119,R
1072310,2,51297,R
1072320,2,51464,R
1072330,2,51624,R
1072337,2,51782,R
1072347,2,51938,R
1072357,2,52091,R
1072364,2,52234,R
1072371,2,52380,R
1072381,2,52528,R
1072388,2,52674,R
1072398,2,52817,R
1072409,2,52952,R
1072420,2,53084,R
1072430,2,53218,R
1072440,2,53354,R
1072450,2,53490,R
1072458,2,53627,R
1072468,2,53765,R
1072478,2,53907,R
1072488,2,54057,R
1072496,2,54208,R
1072506,2,54359,R
1072513,2,54507,R
1072523,2,54654,R
1072533,2,54796,R
1072543,2,54941,R
1072550,2,55089,R
1072561,2,55238,R
1072571,2,55399,R
1072581,2,55556,R
1072588,2,55710,R
1072598,2,55867,R
1072606,2,56027,R
1072616,2,56189,R
1072627,2,56344,R
1072637,2,56493,R
1072648,2,56640,R
1072658,2,56785,R
1072666,2,56927,R
1072676,2,57067,R
1072683,2,57209,R
1072693,2,57350,R
1072700,2,57492,R
1072710,2,57637,R
1072720,2,57783,R
1072730,2,57933,R
1072740,2,58087,R
1072750,2,58245,R
1072760,2,58403,R
1072770,2,58560,R
1072780,2,58710,R
1072790,2,58854,R
1072800,2,59001,R
1072810,2,59162,R
1072820,2,59333,R
1072831,2,59501,R
1072838,2,59671,R
1072848,2,59833,R
1072855,2,59982,R
1072863,2,60122,R
1072870,2,60255,R
1072881,2,60384,R
1072891,2,60512,R
1072902,2,60644,R
1072912,2,60807,R
1072922,2,60998,R
1072932,2,61186,R
1072942,2,61376,R
1072949,2,61558,R
1072960,2,61732,R
1072971,2,61895,R
1072981,2,62049,R
1072991,2,62196,R
1072998,2,62336,R
1073008,2,62473,R
1073018,2,62610,R
1073028,2,62746,R
1073035,2,62884,R
1073045,2,63023,R
1073055,2,63169,R
1073065,2,63317,R
1073075,2,63469,R
1073085,2,63623,R
1073095,2,63776,R
1073106,2,63928,R
1073116,2,64075,R
1073126,2,64219,R
1073136,2,64360,R
1073147,2,64500,R
1073157,2,64638,R
1073167,2,64778,R
1073178,2,64917,R
1073188,2,65055,R
1073198,2,65195,R
1073208,2,65334,R
1073218,2,65476,R
1073228,2,65622,R
1073238,2,65767,R
1073248,2,65919,R
1073255,2,66069,R
1073265,2,66219,R
1073275,2,66366,R
1073285,2,66513,R
1073295,2,66657,R
1073302,2,66801,R
1073312,2,66941,R
1073322,2,67075,R
1073332,2,67206,R
1073342,2,67339,R
1073352,2,67477,R
1073359,2,67620,R
1073369,2,67766,R
1073379,2,67915,R
1073389,2,68067,R
1073399,2,68220,R
1073409,2,68375,R
1073416,2,68527,R
1073426,2,68678,R
1073433,2,68829,R
1073443,2,68976,R
1073454,2,69123,R
1073461,2,69266,R
1073471,2,69413,R
1073481,2,69557,R
1073491,2,69700,R
1073502,2,69843,R
1073512,2,69995,R
1073522,2,70152,R
1073533,2,70306,R
1073544,2,70455,R
1073555,2,70600,R
1073566,2,70740,R
1073576,2,70878,R
1073586,2,71013,R
1073597,2,71144,R
1073608,2,71275,R
1073619,2,71411,R
1073629,2,71557,R
1073639,2,71712,R
1073649,2,71873,R
1073656,2,72047,R
1073666,2,72228,R
1073676,2,72407,R
1073686,2,72582,R
1073696,2,72749,R
1073707,2,72912,R
1073717,2,73069,R
1073727,2,73216,R
1073734,2,73357,R
1073741,2,73496,R
1073751,2,73639,R
1073761,2,73781,R
1073771,2,73927,R
1073782,2,74071,R
1073792,2,74218,R
1073802,2,74367,R
1073810,2,74521,R
1073820,2,74675,R
1073830,2,74830,R
1073837,2,74983,R
1073847,2,75131,R
1073858,2,75280,R
1073865,2,75428,R
1073876,2,75576,R
1073886,2,75724,R
1073896,2,75869,R
1073906,2,76012,R
1073917,2,76152,R
1073927,2,76293,R
1073937,2,76431,R
1073948,2,76570,R
1073958,2,76711,R
1073968,2,76856,R
1073978,2,77005,R
1073985,2,77160,R
1073995,2,77321,R
1074006,2,77479,R
1074016,2,77636,R
1074023,2,77789,R
1074034,2,77935,R
1074045,2,78080,R
1074052,2,78222,R
1074062,2,78361,R
1074072,2,78497,R
1074082,2,78634,R
1074089,2,78771,R
1074097,2,78907,R
1074107,2,79041,R
1074117,2,79176,R
1074127,2,79309,R
1074138,2,79442,R
1074148,2,79575,R
1074158,2,79705,R
1074168,2,79836,R
1074179,2,79971,R
1074186,2,80118,R
1074194,2,80281,R
1074204,2,80442,R
1074214,2,80607,R
1074224,2,80768,R
1074231,2,80928,R
1074241,2,81081,R
1074251,2,81229,R
1074261,2,81372,R
1074271,2,81513,R
1074281,2,81653,R
1074291,2,81792,R
1074298,2,81935,R
1074308,2,82078,R
1074318,2,82216,R
1074325,2,82349,R
1074332,2,82476,R
1074342,2,82602,R
1074349,2,82726,R
1074357,2,82852,R
1074365,2,82983,R
1074373,2,83125,R
1074384,2,83287,R
1074394,2,83458,R
1074402,2,83640,R
1074413,2,83831,R
1074424,2,84023,R
1074434,2,84204,R
1074441,2,84373,R
1074448,2,84534,R
1074455,2,84688,R
1074465,2,84836,R
1074475,2,84981,R
1074485,2,85121,R
1074492,2,85259,R
1074502,2,85395,R
1074509,2,85533,R
1074519,2,85672,R
1074526,2,85813,R
1074536,2,85956,R
1074546,2,86102,R
1074557,2,86247,R
1074567,2,86390,R
1074574,2,86530,R
1074585,2,86669,R
1074595,2,86809,R
1074602,2,86949,R
1074613,2,87092,R
1074621,2,87232,R
1074628,2,87370,R
1074638,2,87507,R
1074648,2,87641,R
1074658,2,87774,R
1074665,2,87906,R
1074672,2,88046,R
1074682,2,88191,R
1074692,2,88340,R
1074702,2,88486,R
1074712,2,88633,R
1074722,2,88781,R
1074732,2,88925,R
1074742,2,89068,R
1074749,2,89206,R
1074759,2,89341,R
1074769,2,89476,R
1074779,2,89612,R
1074786,2,89746,R
1074793,2,89877,R
1074800,2,90009,R
1074810,2,90141,R
1074820,2,90273,R
1074831,2,90403,R
1074841,2,90530,R
1074852,2,90655,R
1074863,2,90780,R
1074873,2,90907,R
1074883,2,91039,R
1074893,2,91173,R
1074903,2,91313,R
1074913,2,91454,R
1074923,2,91598,R
1074933,2,91740,R
1074943,2,91880,R
1074950,2,92017,R
1074960,2,92154,R
1074970,2,92293,R
1074980,2,92431,R
1074990,2,92573,R
1075000,2,92715,R
1075011,2,92852,R
1075018,2,92985,R
1075028,2,93115,R
1075038,2,93240,R
1075045,2,93371,R
1075053,2,93501,R
1075060,2,93638,R
1075070,2,93773,R
1075077,2,93906,R
1075088,2,94036,R
1075098,2,94162,R
1075108,2,94284,R
1075118,2,94405,R
1075128,2,94525,R
1075135,2,94645,R
1075145,2,94767,R
1075155,2,94897,R
1075165,2,95033,R
1075175,2,95174,R
1075185,2,95315,R
1075195,2,95454,R
1075202,2,95593,R
1075212,2,95734,R
1075219,2,95875,R
1075229,2,96014,R
1075239,2,96151,R
1075249,2,96283,R
1075260,2,96410,R
1075271,2,96534,R
1075282,2,96664,R
1075292,2,96805,R
1075299,2,96947,R
1075309,2,97088,R
1075319,2,97228,R
1075329,2,97365,R
1075339,2,97500,R
1075350,2,97635,R
1075357,2,97769,R
1075367,2,97906,R
1075378,2,98044,R
1075389,2,98184,R
1075400,2,98328,R
1075410,2,98470,R
1075420,2,98611,R
1075430,2,98749,R
1075441,2,98887,R
1075452,2,99026,R
1075462,2,99165,R
1075472,2,99305,R
1075479,2,99446,R
1075489,2,99589,R
1075497,2,99730,R
1075507,2,99872,R
1075514,2,100015,R
1075524,2,100158,R
1075535,2,100308,R
1075545,2,100456,R
1075555,2,100614,R
1075565,2,100775,R
1075575,2,100936,R
1075585,2,101095,R
1075595,2,101252,R
1075605,2,101405,R
1075612,2,101556,R
1075622,2,101701,R
1075629,2,101846,R
1075639,2,101990,R
1075649,2,102135,R
1075659,2,102277,R
1075666,2,102428,R
1075676,2,102575,R
1075683,2,102722,R
1075693,2,102869,R
1075700,2,103018,R
1075710,2,103163,R
1075720,2,103313,R
1075731,2,103460,R
1075741,2,103612,R
1075751,2,103770,R
1075761,2,103927,R
1075771,2,104083,R
1075782,2,104236,R
1075792,2,104386,R
1075802,2,104533,R
1075812,2,104681,R
1075822,2,104831,R
1075832,2,104980,R
1075839,2,105128,R
1075849,2,105275,R
1075859,2,105420,R
1075866,2,105565,R
1075873,2,105706,R
1075880,2,105851,R
1075890,2,105996,R
1075900,2,106145,R
1075910,2,106306,R
1075917,2,106468,R
1075927,2,106631,R
1075937,2,106793,R
1075947,2,106948,R
1075957,2,107101,R
1075967,2,107250,R
1075977,2,107400,R
1075984,2,107551,R
1075991,2,107706,R
1076002,2,107864,R
1076009,2,108019,R
1076019,2,108171,R
1076029,2,108318,R
1076036,2,108463,R
1076046,2,108607,R
1076056,2,108756,R
1076066,2,108902,R
1076076,2,109054,R
1076086,2,109208,R
1076097,2,109360,R
1076108,2,109516,R
1076119,2,109668,R
1076129,2,109817,R
1076139,2,109965,R
1076150,2,110112,R
1076157,2,110259,R
1076168,2,110404,R
1076175,2,110547,R
1076185,2,110690,R
1076196,2,110840,R
1076203,2,110989,R
1076213,2,111145,R
1076223,2,111308,R
1076233,2,111465,R
1076243,2,111620,R
1076253,2,111770,R
1076263,2,111914,R
1076273,2,112051,R
1076284,2,112184,R
1076294,2,112316,R
1076305,2,112452,R
1076315,2,112590,R
1076326,2,112730,R
1076336,2,112873,R
1076343,2,113015,R
1076353,2,113156,R
1076363,2,113299,R
1076374,2,113443,R
1076381,2,113589,R
1076388,2,113733,R
1076399,2,113876,R
1076409,2,114022,R
1076419,2,114169,R
1076429,2,114319,R
1076439,2,114470,R
1076449,2,114621,R
1076459,2,114774,R
1076466,2,114929,R
1076477,2,115083,R
1076488,2,115235,R
1076495,2,115387,R
1076505,2,115538,R
1076512,2,115684,R
1076520,2,115835,R
1076530,2,115981,R
1076537,2,116125,R
1076547,2,116262,R
1076557,2,116399,R
1076567,2,116533,R
1076578,2,116668,R
1076588,2,116802,R
1076598,2,116938,R
1076608,2,117071,R
1076618,2,117212,R
1076628,2,117352,R
1076638,2,117493,R
1076648,2,117629,R
1076658,2,117763,R
1076666,2,117896,R
1076673,2,118031,R
1076683,2,118165,R
1076693,2,118297,R
1076703,2,118429,R
1076713,2,118559,R
1076723,2,118693,R
1076730,2,118830,R
1076740,2,118964,R
1076750,2,119103,R
1076760,2,119244,R
1076770,2,119385,R
1076780,2,119530,R
1076787,2,119673,R
1076797,2,119818,R
1076807,2,119957,R
1076818,2,120095,R
1076826,2,120232,R
1076833,2,120376,R
1076840,2,120526,R
1076851,2,120688,R
1076861,2,120858,R
1076871,2,121026,R
1076881,2,121193,R
1076892,2,121351,R
1076902,2,121500,R
1076912,2,121647,R
1076920,2,121786,R
1076930,2,121923,R
1076937,2,122068,R
1076948,2,122223,R
1076959,2,122388,R
1076966,2,122545,R
1076976,2,122699,R
1076986,2,122847,R
1076996,2,122986,R
1077007,2,123124,R
1077018,2,123263,R
1077028,2,123405,R
1077038,2,123544,R
1077049,2,123684,R
1077060,2,123825,R
1077071,2,123967,R
1077081,2,124112,R
1077088,2,124256,R
1077098,2,124406,R
1077109,2,124558,R
1077119,2,124718,R
1077129,2,124874,R
1077139,2,125026,R
1077149,2,125178,R
1077160,2,125332,R
1077167,2,125486,R
1077177,2,125649,R
1077187,2,125813,R
1077198,2,125979,R
1077208,2,126137,R
1077219,2,126286,R
1077226,2,126433,R
1077236,2,126575,R
1077247,2,126715,R
1077258,2,126856,R
1077265,2,126995,R
1077275,2,127135,R
1077285,2,127271,R
1077295,2,127407,R
1077303,2,127540,R
1077314,2,127676,R
1077321,2,127819,R
1077328,2,127968,R
1077335,2,128119,R
1077342,2,128262,R
1077353,2,128404,R
1077363,2,128541,R
1077373,2,128675,R
1077383,2,128809,R
1077393,2,128942,R
1077404,2,129075,R
1077414,2,129205,R
1077424,2,129333,R
1077432,2,129459,R
1077442,2,129588,R
1077449,2,129719,R
1077459,2,129868,R
1077466,2,130033,R
1077476,2,130201,R
1077486,2,130370,R
1077493,2,130535,R
1077503,2,130694,R
1077511,2,130844,R
1077521,2,130988,R
1077529,2,131129,R
1077536,2,131265,R
1077546,2,131401,R
1077553,2,131533,R
1077563,2,131664,R
1077573,2,131797,R
1077580,2,131926,R
1077590,2,132066,R
1077600,2,132221,R
1077610,2,132382,R
1077621,2,132556,R
1077631,2,132732,R
1077642,2,132904,R
1077652,2,133067,R
1077662,2,133226,R
1077669,2,133381,R
1077679,2,133526,R
1077689,2,133666,R
1077699,2,133801,R
1077709,2,133933,R
1077719,2,134066,R
1077730,2,134200,R
1077737,2,134338,R
1077745,2,134490,R
1077755,2,134658,R
1077765,2,134834,R
1077775,2,135007,R
1077785,2,135186,R
1077795,2,135359,R
1077806,2,135528,R
1077816,2,135690,R
1077826,2,135842,R
1077836,2,135994,R
1077843,2,136140,R
1077853,2,136286,R
1077863,2,136434,R
1077873,2,136583,R
1077883,2,136737,R
1077893,2,136888,R
1077903,2,137031,R
1077913,2,137174,R
1077923,2,137318,R
1077933,2,137462,R
1077944,2,137606,R
1077955,2,137748,R
1077965,2,137898,R
1077975,2,138058,R
1077985,2,138222,R
1077992,2,138384,R
1078002,2,138540,R
1078012,2,138697,R
1078022,2,138858,R
1078033,2,139022,R
1078043,2,139185,R
1078053,2,139342,R
1078063,2,139490,R
1078073,2,139634,R
1078083,2,139777,R
1078094,2,139924,R
1078104,2,140078,R
1078114,2,140241,R
1078121,2,140402,R
1078128,2,140560,R
1078138,2,140716,R
1078148,2,140873,R
1078158,2,141022,R
1078168,2,141168,R
1078178,2,141312,R
1078189,2,141456,R
1078200,2,141604,R
1078211,2,141758,R
1078221,2,141914,R
1078231,2,142066,R
1078241,2,142224,R
1078248,2,142379,R
1078258,2,142534,R
1078265,2,142688,R
1078275,2,142840,R
1078283,2,142992,R
1078293,2,143146,R
1078303,2,143306,R
1078314,2,143469,R
1078324,2,143627,R
1078334,2,143785,R
1078344,2,143937,R
1078351,2,144081,R
1078361,2,144226,R
1078368,2,144366,R
1078376,2,144511,R
1078386,2,144650,R
1078396,2,144792,R
1078406,2,144938,R
1078416,2,145087,R
1078426,2,145241,R
1078433,2,145397,R
1078443,2,145545,R
1078454,2,145686,R
1078461,2,145823,R
1078471,2,145964,R
1078481,2,146109,R
1078492,2,146279,R
1078503,2,146447,R
1078513,2,146612,R
1078523,2,146772,R
1078530,2,146927,R
1078540,2,147079,R
1078550,2,147225,R
1078557,2,147365,R
1078567,2,147504,R
1078577,2,147642,R
1078585,2,147780,R
1078595,2,147921,R
1078605,2,148066,R
1078612,2,148217,R
1078619,2,148368,R
1078629,2,148520,R
1078636,2,148670,R
1078646,2,148824,R
1078656,2,148975,R
1078667,2,149123,R
1078674,2,149264,R
1078684,2,149404,R
1078694,2,149545,R
1078705,2,149684,R
1078715,2,149826,R
1078725,2,149969,R
1078732,2,150110,R
1078743,2,150250,R
1078754,2,150390,R
1078761,2,150533,R
1078768,2,150678,R
1078775,2,150822,R
1078783,2,150964,R
1078793,2,151102,R
1078800,2,151239,R
1078810,2,151374,R
1078820,2,151509,R
1078828,2,151642,R
1078838,2,151774,R
1078846,2,151906,R
1078856,2,152038,R
1078866,2,152173,R
1078876,2,152306,R
1078886,2,152435,R
1078896,2,152569,R
1078903,2,152701,R
1078913,2,152841,R
1078923,2,152993,R
1078933,2,153149,R
1078943,2,153295,R
1078954,2,153440,R
1078964,2,153579,R
1078975,2,153716,R
1078986,2,153855,R
1078996,2,153997,R
1079003,2,154144,R
1079013,2,154293,R
1079023,2,154446,R
1079033,2,154594,R
1079043,2,154737,R
1079053,2,154883,R
1079063,2,155021,R
1079073,2,155159,R
1079083,2,155303,R
1079093,2,155451,R
1079103,2,155601,R
1079113,2,155751,R
1079123,2,155894,R
1079133,2,156034,R
1079143,2,156175,R
1079154,2,156312,R
1079165,2,156455,R
1079175,2,156606,R
1079185,2,156759,R
1079195,2,156912,R
1079205,2,157062,R
1079216,2,157212,R
1079223,2,157359,R
1079233,2,157508,R
1079240,2,157651,R
1079250,2,157791,R
1079260,2,157933,R
1079270,2,158072,R
1079277,2,158215,R
1079287,2,158359,R
1079297,2,158506,R
1079307,2,158651,R
1079314,2,158795,R
1079321,2,158940,R
1079328,2,159085,R
1079338,2,159232,R
1079348,2,159379,R
1079358,2,159528,R
1079368,2,159673,R
1079378,2,159817,R
1079389,2,159959,R
1079400,2,160098,R
1079411,2,160234,R
1079421,2,160369,R
1079431,2,160501,R
1079441,2,160633,R
1079451,2,160767,R
1079461,2,160902,R
1079471,2,161035,R
1079481,2,161171,R
1079491,2,161313,R
1079501,2,161460,R
1079511,2,161606,R
1079521,2,161749,R
1079531,2,161888,R
1079541,2,162022,R
1079551,2,162151,R
1079558,2,162278,R
1079565,2,162402,R
1079572,2,162524,R
1079582,2,162644,R
1079592,2,162768,R
1079602,2,162900,R
1079612,2,163046,R
1079622,2,163205,R
1079629,2,163375,R
1079636,2,163553,R
1079646,2,163733,R
1079656,2,163897,R
1079663,2,164052,R
1079673,2,164199,R
1079684,2,164340,R
1079694,2,164478,R
1079701,2,164612,R
1079711,2,164745,R
1079721,2,164881,R
1079732,2,165020,R
1079739,2,165164,R
1079749,2,165305,R
1079759,2,165442,R
1079769,2,165578,R
1079776,2,165719,R
1079786,2,165862,R
1079796,2,166005,R
1079803,2,166144,R
1079811,2,166282,R
1079821,2,166418,R
1079831,2,166549,R
1079841,2,166677,R
1079848,2,166806,R
1079858,2,166933,R
1079868,2,167056,R
1079875,2,167185,R
1079885,2,167321,R
1079895,2,167458,R
1079905,2,167590,R
1079915,2,167718,R
1079925,2,167849,R
1079932,2,167978,R
1079942,2,168109,R
1079952,2,168243,R
1079959,2,168374,R
1079969,2,168503,R
1079979,2,168638,R
1079989,2,168773,R
1079996,2,168905,R
1080006,2,169035,R
1080016,2,169161,R
1080026,2,169286,R
1080036,2,169409,R
1080046,2,169537,R
1080053,2,169659,R
1080063,2,169781,R
1080073,2,169902,R
1080083,2,170028,R
1080093,2,170155,R
1080103,2,170285,R
1080110,2,170418,R
1080118,2,170552,R
1080128,2,170685,R
1080135,2,170817,R
1080145,2,170947,R
1080155,2,171078,R
1080166,2,171207,R
1080177,2,171337,R
1080187,2,171471,R
1080197,2,171604,R
1080208,2,171735,R
1080215,2,171876,R
1080222,2,172028,R
1080229,2,172179,R
1080236,2,172331,R
1080246,2,172477,R
1080253,2,172619,R
1080263,2,172757,R
1080273,2,172891,R
1080280,2,173023,R
1080290,2,173153,R
1080297,2,173288,R
1080308,2,173422,R
1080319,2,173567,R
1080329,2,173723,R
1080339,2,173886,R
1080350,2,174036,R
1080361,2,174186,R
1080369,2,174328,R
1080379,2,174465,R
1080386,2,174601,R
1080397,2,174739,R
1080407,2,174879,R
1080417,2,175018,R
1080424,2,175163,R
1080434,2,175305,R
1080444,2,175446,R
1080454,2,175586,R
1080464,2,175727,R
1080475,2,175864,R
1080486,2,176003,R
1080496,2,176141,R
1080507,2,176276,R
1080517,2,176407,R
1080527,2,176539,R
1080537,2,176667,R
1080547,2,176797,R
1080557,2,176933,R
1080567,2,177080,R
1080574,2,177228,R
1080585,2,177390,R
1080595,2,177550,R
1080605,2,177706,R
1080615,2,177859,R
1080625,2,178002,R
1080635,2,178149,R
1080646,2,178286,R
1080654,2,178422,R
1080664,2,178557,R
1080674,2,178692,R
1080681,2,178823,R
1080691,2,178952,R
1080701,2,179082,R
1080711,2,179217,R
1080721,2,179355,R
1080731,2,179497,R
1080741,2,179636,R
1080752,2,179780,R
1080762,2,179921,R
1080772,2,180064,R
1080782,2,180206,R
1080789,2,180346,R
1080799,2,180481,R
1080806,2,180618,R
1080813,2,180755,R
1080823,2,180899,R
1080833,2,181052,R
1080844,2,181211,R
1080854,2,181364,R
1080864,2,181512,R
1080874,2,181658,R
1080884,2,181801,R
1080891,2,181944,R
1080901,2,182087,R
1080911,2,182224,R
1080918,2,182362,R
1080925,2,182499,R
1080935,2,182642,R
1080945,2,182810,R
1080952,2,182973,R
1080962,2,183146,R
1080972,2,183319,R
1080982,2,183481,R
1080992,2,183641,R
1081002,2,183793,R
1081012,2,183932,R
1081019,2,184075,R
1081029,2,184211,R
1081039,2,184342,R
1081047,2,184474,R
1081057,2,184602,R
1081067,2,184729,R
1081077,2,184857,R
1081084,2,184985,R
1081094,2,185116,R
1081104,2,185245,R
1081115,2,185374,R
1081126,2,185502,R
1081133,2,185629,R
1081144,2,185756,R
1081152,2,185884,R
1081160,2,186012,R
1081170,2,186145,R
1081181,2,186292,R
1081188,2,186462,R
1081195,2,186653,R
1081203,2,186842,R
1081213,2,187026,R
1081223,2,187205,R
1081230,2,187360,R
