id,lead,sample,feature
654,1,10332,)
661,1,10473,N
664,1,10491,)
671,1,10634,N
674,1,10652,)
681,1,10801,N
684,1,10816,)
691,1,10962,N
694,1,10979,)
701,1,11121,N
704,1,11136,)
711,1,11278,N
714,1,11295,)
721,1,11437,N
724,1,11455,)
731,1,11597,N
734,1,11612,)
741,1,11761,N
744,1,11776,)
751,1,11929,N
754,1,11944,)
761,1,12094,N
764,1,12111,)
771,1,12254,N
774,1,12271,)
781,1,12417,N
784,1,12432,)
791,1,12578,N
794,1,12595,)
801,1,12745,N
804,1,12760,)
811,1,12913,N
814,1,12931,)
821,1,13082,N
824,1,13099,)
831,1,13250,N
834,1,13267,)
841,1,13422,N
844,1,13439,)
851,1,13586,N
854,1,13604,)
861,1,13750,N
864,1,13768,)
871,1,13914,N
874,1,13931,)
881,1,14078,N
884,1,14095,)
891,1,14245,N
894,1,14260,)
901,1,14413,N
904,1,14428,)
911,1,14586,N
914,1,14603,)
921,1,14757,N
924,1,14772,)
931,1,14926,N
934,1,14943,)
941,1,15098,N
944,1,15115,)
951,1,15274,N
954,1,15291,)
961,1,15450,N
964,1,15468,)
971,1,15622,N
974,1,15639,)
981,1,15786,N
984,1,15803,)
991,1,15949,N
994,1,15964,)
1001,1,16113,N
1004,1,16128,)
1011,1,16278,N
1014,1,16295,)
1021,1,16445,N
1024,1,16460,)
1031,1,16610,N
1034,1,16627,)
1041,1,16777,N
1044,1,16792,)
1051,1,16945,N
1054,1,16963,)
1061,1,17117,N
1064,1,17132,)
1071,1,17281,N
1074,1,17299,)
1081,1,17441,N
1084,1,17456,)
1091,1,17598,N
1094,1,17616,)
1101,1,17761,N
1104,1,17776,)
1111,1,17922,N
1114,1,17939,)
1121,1,18085,N
1124,1,18103,)
1131,1,18246,N
1134,1,18263,)
1141,1,18409,N
1144,1,18424,)
1151,1,18574,N
1154,1,18591,)
1161,1,18741,N
1164,1,18756,)
1171,1,18902,N
1174,1,18920,)
1181,1,19066,N
1184,1,19084,)
1191,1,19233,N
1194,1,19248,)
1201,1,19401,N
1204,1,19416,)
1211,1,19566,N
1214,1,19583,)
1221,1,19725,N
1224,1,19743,)
1231,1,19881,N
1234,1,19899,)
1241,1,20038,N
1244,1,20055,)
1251,1,20197,N
1254,1,20212,)
1261,1,20361,N
1264,1,20376,)
1271,1,20529,N
1274,1,20544,)
1281,1,20697,N
1284,1,20715,)
1291,1,20869,N
1294,1,20884,)
1301,1,21041,N
1304,1,21056,)
1311,1,21210,N
1314,1,21227,)
1321,1,21378,N
1324,1,21396,)
1331,1,21546,N
1334,1,21563,)
1341,1,21710,N
1344,1,21727,)
1351,1,21877,N
1354,1,21892,)
1361,1,22046,N
1364,1,22063,)
1371,1,22218,N
1374,1,22235,)
1381,1,22389,N
1384,1,22404,)
1391,1,22557,N
1394,1,22572,)
1401,1,22726,N
1404,1,22743,)
1411,1,22901,N
1414,1,22916,)
1421,1,23070,N
1424,1,23087,)
1431,1,23230,N
1434,1,23247,)
1441,1,23389,N
1444,1,23404,)
1451,1,23546,N
1454,1,23563,)
1461,1,23706,N
1464,1,23723,)
1471,1,23869,N
1474,1,23887,)
1481,1,24037,N
1484,1,24052,)
1491,1,24205,N
1494,1,24220,)
1501,1,24377,N
1504,1,24392,)
1511,1,24550,N
1514,1,24567,)
1521,1,24722,N
1524,1,24740,)
1531,1,24890,N
1534,1,24907,)
1541,1,25054,N
1544,1,25072,)
1551,1,25218,N
1554,1,25235,)
1561,1,25381,N
1564,1,25396,)
1571,1,25541,N
1574,1,25556,)
1581,1,25698,N
1584,1,25715,)
1591,1,25854,N
1594,1,25872,)
1601,1,26013,N
1604,1,26031,)
1611,1,26174,N
1614,1,26191,)
1621,1,26337,N
1624,1,26352,)
1631,1,26498,N
1634,1,26515,)
1641,1,26662,N
1644,1,26679,)
1651,1,26826,N
1654,1,26843,)
1661,1,26990,N
1664,1,27007,)
1671,1,27158,N
1674,1,27175,)
1681,1,27321,N
1684,1,27339,)
1691,1,27482,N
1694,1,27500,)
1701,1,27645,N
1704,1,27660,)
1711,1,27802,N
1714,1,27819,)
1721,1,27965,N
1724,1,27980,)
1731,1,28121,N
1734,1,28136,)
1741,1,28281,N
1744,1,28296,)
1751,1,28442,N
1754,1,28459,)
1761,1,28610,N
1764,1,28627,)
1771,1,28777,N
1774,1,28792,)
1781,1,28941,N
1784,1,28956,)
1791,1,29102,N
1794,1,29119,)
1801,1,29262,N
1804,1,29279,)
1811,1,29422,N
1814,1,29439,)
1821,1,29586,N
1824,1,29603,)
1831,1,29749,N
1834,1,29767,)
1841,1,29905,N
1844,1,29920,)
1851,1,30054,N
1854,1,30071,)
1861,1,30205,N
1864,1,30223,)
1871,1,30354,N
1874,1,30371,)
1881,1,30505,N
1884,1,30523,)
1891,1,30654,N
1894,1,30671,)
1901,1,30797,N
1904,1,30812,)
1911,1,30938,N
1914,1,30955,)
1921,1,31086,N
1924,1,31103,)
1931,1,31249,N
1934,1,31264,)
1941,1,31406,N
1944,1,31424,)
1951,1,31566,N
1954,1,31583,)
1961,1,31726,N
1964,1,31743,)
1971,1,31890,N
1974,1,31907,)
1981,1,32054,N
1984,1,32071,)
1991,1,32221,N
1994,1,32236,)
2001,1,32382,N
2004,1,32399,)
2011,1,32546,N
2014,1,32563,)
2021,1,32709,N
2024,1,32724,)
2031,1,32870,N
2034,1,32887,)
2041,1,33030,N
2044,1,33047,)
2051,1,33189,N
2054,1,33204,)
2061,1,33349,N
2064,1,33364,)
2071,1,33509,N
2074,1,33524,)
2081,1,33669,N
2084,1,33684,)
2091,1,33829,N
2094,1,33847,)
2101,1,33993,N
2104,1,34008,)
2111,1,34154,N
2114,1,34171,)
2121,1,34313,N
2124,1,34331,)
2131,1,34466,N
2134,1,34483,)
2141,1,34622,N
2144,1,34639,)
2151,1,34770,N
2154,1,34787,)
2161,1,34918,N
2164,1,34936,)
2171,1,35062,N
2174,1,35080,)
2181,1,35210,N
2184,1,35227,)
2191,1,35358,N
2194,1,35375,)
2201,1,35517,N
2204,1,35532,)
2211,1,35677,N
2214,1,35692,)
2221,1,35837,N
2224,1,35852,)
2231,1,36002,N
2234,1,36016,)
2241,1,36158,N
2244,1,36175,)
2251,1,36309,N
2254,1,36324,)
2261,1,36454,N
2264,1,36471,)
2271,1,36594,N
2274,1,36611,)
2281,1,36738,N
2284,1,36755,)
2291,1,36878,N
2294,1,36896,)
2301,1,37021,N
2304,1,37036,)
2311,1,37162,N
2314,1,37179,)
2321,1,37305,N
2324,1,37320,)
2331,1,37446,N
2334,1,37464,)
2341,1,37593,N
2344,1,37611,)
2351,1,37742,N
2354,1,37759,)
2361,1,37893,N
2364,1,37908,)
2371,1,38045,N
2374,1,38060,)
2381,1,38197,N
2384,1,38212,)
2391,1,38353,N
2394,1,38368,)
2401,1,38509,N
2404,1,38524,)
2411,1,38666,N
2414,1,38683,)
2421,1,38822,N
2424,1,38839,)
2431,1,38970,N
2434,1,38987,)
2441,1,39114,N
2444,1,39131,)
2451,1,39254,N
2454,1,39271,)
2461,1,39394,N
2464,1,39411,)
2471,1,39534,N
2474,1,39551,)
2481,1,39677,N
2484,1,39692,)
2491,1,39822,N
2494,1,39839,)
2501,1,39973,N
2504,1,39988,)
2511,1,40121,N
2514,1,40136,)
2521,1,40273,N
2524,1,40288,)
2531,1,40429,N
2534,1,40444,)
2541,1,40582,N
2544,1,40599,)
2551,1,40730,N
2554,1,40747,)
2561,1,40881,N
2564,1,40896,)
2571,1,41030,N
2574,1,41047,)
2581,1,41178,N
2584,1,41195,)
2591,1,41326,N
2594,1,41343,)
2601,1,41478,N
2604,1,41495,)
2611,1,41626,N
2614,1,41643,)
2621,1,41774,N
2624,1,41791,)
2631,1,41922,N
2634,1,41939,)
2641,1,42066,N
2644,1,42083,)
2651,1,42214,N
2654,1,42231,)
2661,1,42362,N
2664,1,42379,)
2671,1,42513,N
2674,1,42531,)
2681,1,42666,N
2684,1,42683,)
2691,1,42821,N
2694,1,42836,)
2701,1,42973,N
2704,1,42988,)
2711,1,43118,N
2714,1,43135,)
2721,1,43261,N
2724,1,43276,)
2731,1,43402,N
2734,1,43419,)
2741,1,43546,N
2744,1,43563,)
2751,1,43697,N
2754,1,43712,)
2761,1,43857,N
2764,1,43872,)
2771,1,44021,N
2774,1,44036,)
2781,1,44182,N
2784,1,44199,)
2791,1,44345,N
2794,1,44360,)
2801,1,44498,N
2804,1,44516,)
2811,1,44649,N
2814,1,44667,)
2821,1,44798,N
2824,1,44816,)
2831,1,44949,N
2834,1,44964,)
2841,1,45102,N
2844,1,45120,)
2851,1,45254,N
2854,1,45271,)
2861,1,45406,N
2864,1,45423,)
2871,1,45554,N
2874,1,45571,)
2881,1,45702,N
2884,1,45719,)
2891,1,45850,N
2894,1,45867,)
2901,1,45994,N
2904,1,46011,)
2911,1,46134,N
2914,1,46151,)
2921,1,46274,N
2924,1,46291,)
2931,1,46413,N
2934,1,46428,)
2941,1,46546,N
2944,1,46563,)
2951,1,46682,N
2954,1,46699,)
2961,1,46814,N
2964,1,46831,)
2971,1,46950,N
2974,1,46967,)
2981,1,47089,N
2984,1,47104,)
2991,1,47222,N
2994,1,47240,)
3001,1,47366,N
3004,1,47383,)
3011,1,47502,N
3014,1,47519,)
3021,1,47638,N
3024,1,47655,)
3031,1,47774,N
3034,1,47791,)
3041,1,47909,N
3044,1,47924,)
3051,1,48038,N
3054,1,48055,)
3061,1,48166,N
3064,1,48183,)
3071,1,48290,N
3074,1,48308,)
3081,1,48414,N
3084,1,48431,)
3091,1,48537,N
3094,1,48552,)
3101,1,48658,N
3104,1,48675,)
3111,1,48778,N
3114,1,48792,)
3121,1,48894,N
3124,1,48911,)
3131,1,49010,N
3134,1,49027,)
3141,1,49125,N
3144,1,49140,)
3151,1,49238,N
3154,1,49252,)
3161,1,49350,N
3164,1,49367,)
3171,1,49462,N
3174,1,49476,)
3181,1,49573,N
3184,1,49588,)
3191,1,49682,N
3194,1,49699,)
3201,1,49794,N
3204,1,49808,)
3211,1,49906,N
3214,1,49923,)
3221,1,50022,N
3224,1,50039,)
3231,1,50146,N
3234,1,50163,)
3241,1,50278,N
3244,1,50295,)
3251,1,50425,N
3254,1,50440,)
3261,1,50586,N
3264,1,50603,)
3271,1,50753,N
3274,1,50767,)
3281,1,50930,N
3284,1,50947,)
3291,1,51114,N
3294,1,51131,)
3301,1,51293,N
3304,1,51308,)
3311,1,51458,N
3314,1,51475,)
3321,1,51618,N
3324,1,51635,)
3331,1,51777,N
3334,1,51792,)
3341,1,51933,N
3344,1,51948,)
3351,1,52085,N
3354,1,52100,)
3361,1,52229,N
3364,1,52244,)
3371,1,52374,N
3374,1,52391,)
3381,1,52522,N
3384,1,52539,)
3391,1,52669,N
3394,1,52684,)
3401,1,52813,N
3404,1,52827,)
3411,1,52946,N
3414,1,52963,)
3421,1,53078,N
3424,1,53095,)
3431,1,53213,N
3434,1,53228,)
3441,1,53349,N
3444,1,53364,)
3451,1,53485,N
3454,1,53500,)
3461,1,53621,N
3464,1,53636,)
3471,1,53761,N
3474,1,53775,)
3481,1,53902,N
3484,1,53919,)
3491,1,54050,N
3494,1,54067,)
3501,1,54202,N
3504,1,54219,)
3511,1,54354,N
3514,1,54371,)
3521,1,54502,N
3524,1,54519,)
3531,1,54649,N
3534,1,54664,)
3541,1,54790,N
3544,1,54807,)
3551,1,54937,N
3554,1,54951,)
3561,1,55082,N
3564,1,55099,)
3571,1,55233,N
3574,1,55248,)
3581,1,55393,N
3584,1,55408,)
3591,1,55550,N
3594,1,55567,)
3601,1,55705,N
3604,1,55720,)
3611,1,55862,N
3614,1,55879,)
3621,1,56022,N
3624,1,56039,)
3631,1,56182,N
3634,1,56199,)
3641,1,56338,N
3644,1,56355,)
3651,1,56486,N
3654,1,56503,)
3661,1,56634,N
3664,1,56651,)
3671,1,56778,N
3674,1,56795,)
3681,1,56922,N
3684,1,56939,)
3691,1,57062,N
3694,1,57079,)
3701,1,57202,N
3704,1,57219,)
3711,1,57345,N
3714,1,57360,)
3721,1,57486,N
3724,1,57503,)
3731,1,57633,N
3734,1,57647,)
3741,1,57778,N
3744,1,57795,)
3751,1,57929,N
3754,1,57944,)
3761,1,58082,N
3764,1,58099,)
3771,1,58241,N
3774,1,58256,)
3781,1,58398,N
3784,1,58415,)
3791,1,58554,N
3794,1,58571,)
3801,1,58705,N
3804,1,58720,)
3811,1,58849,N
3814,1,58864,)
3821,1,58994,N
3824,1,59011,)
3831,1,59157,N
3834,1,59172,)
3841,1,59326,N
3844,1,59343,)
3851,1,59494,N
3854,1,59512,)
3861,1,59665,N
3864,1,59680,)
3871,1,59829,N
3874,1,59843,)
3881,1,59977,N
3884,1,59992,)
3891,1,60117,N
3894,1,60132,)
3901,1,60249,N
3904,1,60264,)
3911,1,60378,N
3914,1,60395,)
3921,1,60506,N
3924,1,60523,)
3931,1,60638,N
3934,1,60655,)
3941,1,60802,N
3944,1,60816,)
3951,1,60993,N
3954,1,61008,)
3961,1,61181,N
3964,1,61196,)
3971,1,61370,N
3974,1,61387,)
3981,1,61553,N
3984,1,61568,)
3991,1,61726,N
3994,1,61743,)
4001,1,61890,N
4004,1,61907,)
4011,1,62045,N
4014,1,62060,)
4021,1,62190,N
4024,1,62207,)
4031,1,62330,N
4034,1,62347,)
4041,1,62469,N
4044,1,62484,)
4051,1,62605,N
4054,1,62620,)
4061,1,62741,N
4064,1,62756,)
4071,1,62878,N
4074,1,62895,)
4081,1,63018,N
4084,1,63035,)
4091,1,63162,N
4094,1,63179,)
4101,1,63310,N
4104,1,63327,)
4111,1,63462,N
4114,1,63479,)
4121,1,63618,N
4124,1,63635,)
4131,1,63770,N
4134,1,63787,)
4141,1,63922,N
4144,1,63939,)
4151,1,64070,N
4154,1,64087,)
4161,1,64214,N
4164,1,64228,)
4171,1,64354,N
4174,1,64371,)
4181,1,64494,N
4184,1,64511,)
4191,1,64633,N
4194,1,64648,)
4201,1,64773,N
4204,1,64788,)
4211,1,64910,N
4214,1,64927,)
4221,1,65049,N
4224,1,65067,)
4231,1,65189,N
4234,1,65207,)
4241,1,65329,N
4244,1,65344,)
4251,1,65470,N
4254,1,65487,)
4261,1,65617,N
4264,1,65632,)
4271,1,65762,N
4274,1,65779,)
4281,1,65913,N
4284,1,65928,)
4291,1,66065,N
4294,1,66080,)
4301,1,66213,N
4304,1,66228,)
4311,1,66361,N
4314,1,66376,)
4321,1,66506,N
4324,1,66523,)
4331,1,66653,N
4334,1,66668,)
4341,1,66794,N
4344,1,66811,)
4351,1,66937,N
4354,1,66951,)
4361,1,67070,N
4364,1,67087,)
4371,1,67201,N
4374,1,67216,)
4381,1,67334,N
4384,1,67348,)
4391,1,67473,N
4394,1,67488,)
4401,1,67614,N
4404,1,67631,)
4411,1,67761,N
4414,1,67776,)
4421,1,67910,N
4424,1,67927,)
4431,1,68062,N
4434,1,68079,)
4441,1,68214,N
4444,1,68231,)
4451,1,68370,N
4454,1,68384,)
4461,1,68522,N
4464,1,68539,)
4471,1,68673,N
4474,1,68688,)
4481,1,68825,N
4484,1,68839,)
4491,1,68970,N
4494,1,68987,)
4501,1,69118,N
4504,1,69135,)
4511,1,69261,N
4514,1,69279,)
4521,1,69406,N
4524,1,69423,)
4531,1,69553,N
4534,1,69568,)
4541,1,69694,N
4544,1,69711,)
4551,1,69837,N
4554,1,69852,)
4561,1,69989,N
4564,1,70004,)
4571,1,70146,N
4574,1,70163,)
4581,1,70301,N
4584,1,70316,)
4591,1,70449,N
4594,1,70464,)
4601,1,70594,N
4604,1,70611,)
4611,1,70734,N
4614,1,70751,)
4621,1,70873,N
4624,1,70888,)
4631,1,71006,N
4634,1,71023,)
4641,1,71138,N
4644,1,71155,)
4651,1,71269,N
4654,1,71284,)
4661,1,71406,N
4664,1,71420,)
4671,1,71550,N
4674,1,71567,)
4681,1,71706,N
4684,1,71723,)
4691,1,71869,N
4694,1,71884,)
4701,1,72042,N
4704,1,72059,)
4711,1,72222,N
4714,1,72239,)
4721,1,72402,N
4724,1,72419,)
4731,1,72577,N
4734,1,72592,)
4741,1,72745,N
4744,1,72759,)
4751,1,72906,N
4754,1,72923,)
4761,1,73062,N
4764,1,73079,)
4771,1,73210,N
4774,1,73227,)
4781,1,73350,N
4784,1,73367,)
4791,1,73490,N
4794,1,73507,)
4801,1,73634,N
4804,1,73651,)
4811,1,73777,N
4814,1,73792,)
4821,1,73922,N
4824,1,73939,)
4831,1,74066,N
4834,1,74083,)
4841,1,74213,N
4844,1,74228,)
4851,1,74362,N
4854,1,74379,)
4861,1,74514,N
4864,1,74531,)
4871,1,74670,N
4874,1,74687,)
4881,1,74825,N
4884,1,74840,)
4891,1,74977,N
4894,1,74992,)
4901,1,75125,N
4904,1,75140,)
4911,1,75274,N
4914,1,75291,)
4921,1,75422,N
4924,1,75439,)
4931,1,75570,N
4934,1,75587,)
4941,1,75718,N
4944,1,75735,)
4951,1,75865,N
4954,1,75880,)
4961,1,76006,N
4964,1,76023,)
4971,1,76146,N
4974,1,76163,)
4981,1,76286,N
4984,1,76303,)
4991,1,76426,N
4994,1,76440,)
5001,1,76565,N
5004,1,76580,)
5011,1,76706,N
5014,1,76723,)
5021,1,76850,N
5024,1,76867,)
5031,1,76998,N
5034,1,77015,)
5041,1,77154,N
5044,1,77171,)
5051,1,77314,N
5054,1,77332,)
5061,1,77474,N
5064,1,77491,)
5071,1,77630,N
5074,1,77647,)
5081,1,77785,N
5084,1,77800,)
5091,1,77930,N
5094,1,77947,)
5101,1,78074,N
5104,1,78091,)
5111,1,78217,N
5114,1,78232,)
5121,1,78354,N
5124,1,78371,)
5131,1,78490,N
5134,1,78507,)
5141,1,78629,N
5144,1,78644,)
5151,1,78765,N
5154,1,78780,)
5161,1,78901,N
5164,1,78916,)
5171,1,79037,N
5174,1,79051,)
5181,1,79170,N
5184,1,79187,)
5191,1,79305,N
5194,1,79319,)
5201,1,79437,N
5204,1,79452,)
5211,1,79570,N
5214,1,79584,)
5221,1,79701,N
5224,1,79715,)
5228,1,79830,N
5231,1,79847,)
5238,1,79966,N
5241,1,79980,)
5248,1,80113,N
5251,1,80128,)
5258,1,80274,N
5261,1,80291,)
5268,1,80437,N
5271,1,80452,)
5278,1,80597,N
5281,1,80616,)
5288,1,80762,N
5291,1,80779,)
5298,1,80922,N
5301,1,80939,)
5308,1,81074,N
5311,1,81092,)
5318,1,81222,N
5321,1,81239,)
5328,1,81366,N
5331,1,81383,)
5338,1,81506,N
5341,1,81523,)
5348,1,81646,N
5351,1,81663,)
5358,1,81786,N
5361,1,81803,)
5368,1,81929,N
5371,1,81944,)
5378,1,82073,N
5381,1,82088,)
5388,1,82210,N
5391,1,82227,)
5398,1,82345,N
5401,1,82359,)
5408,1,82470,N
5411,1,82487,)
5418,1,82597,N
5421,1,82612,)
5428,1,82721,N
5431,1,82736,)
5438,1,82846,N
5441,1,82863,)
5448,1,82978,N
5451,1,82992,)
5458,1,83118,N
5461,1,83135,)
5468,1,83281,N
5471,1,83296,)
5478,1,83453,N
5481,1,83468,)
5488,1,83634,N
5491,1,83651,)
5498,1,83825,N
5501,1,83843,)
5508,1,84017,N
5511,1,84032,)
5518,1,84198,N
5521,1,84215,)
5528,1,84366,N
5531,1,84383,)
5538,1,84529,N
5541,1,84544,)
5548,1,84682,N
5551,1,84699,)
5558,1,84830,N
5561,1,84847,)
5568,1,84977,N
5571,1,84991,)
5578,1,85117,N
5581,1,85131,)
5588,1,85253,N
5591,1,85268,)
5598,1,85390,N
5601,1,85407,)
5608,1,85529,N
5611,1,85544,)
5618,1,85666,N
5621,1,85683,)
5628,1,85809,N
5631,1,85823,)
5638,1,85950,N
5641,1,85967,)
5648,1,86097,N
5651,1,86112,)
5658,1,86242,N
5661,1,86259,)
5668,1,86385,N
5671,1,86400,)
5678,1,86525,N
5681,1,86540,)
5688,1,86662,N
5691,1,86679,)
5698,1,86805,N
5701,1,86819,)
5708,1,86945,N
5711,1,86960,)
5718,1,87086,N
5721,1,87103,)
5728,1,87226,N
5731,1,87243,)
5738,1,87365,N
5741,1,87380,)
5748,1,87501,N
5751,1,87519,)
5758,1,87637,N
5761,1,87652,)
5768,1,87769,N
5771,1,87784,)
5778,1,87901,N
5781,1,87916,)
5788,1,88041,N
5791,1,88056,)
5798,1,88185,N
5801,1,88200,)
5808,1,88334,N
5811,1,88351,)
5818,1,88481,N
5821,1,88496,)
5828,1,88629,N
5831,1,88644,)
5838,1,88774,N
5841,1,88791,)
5848,1,88918,N
5851,1,88936,)
5858,1,89062,N
5861,1,89079,)
5868,1,89201,N
5871,1,89216,)
5878,1,89337,N
5881,1,89352,)
5888,1,89470,N
5891,1,89487,)
5898,1,89606,N
5901,1,89623,)
5908,1,89741,N
5911,1,89756,)
5918,1,89870,N
5921,1,89887,)
5928,1,90002,N
5931,1,90020,)
5938,1,90134,N
5941,1,90152,)
5948,1,90266,N
5951,1,90284,)
5958,1,90398,N
5961,1,90415,)
5968,1,90525,N
5971,1,90540,)
5978,1,90650,N
5981,1,90664,)
5988,1,90774,N
5991,1,90791,)
5998,1,90902,N
6001,1,90919,)
6008,1,91034,N
6011,1,91051,)
6018,1,91169,N
6021,1,91184,)
6028,1,91306,N
6031,1,91323,)
6038,1,91449,N
6041,1,91464,)
6048,1,91593,N
6051,1,91608,)
6058,1,91734,N
6061,1,91751,)
6068,1,91874,N
6071,1,91891,)
6078,1,92010,N
6081,1,92027,)
6088,1,92149,N
6091,1,92164,)
6098,1,92286,N
6101,1,92303,)
6108,1,92425,N
6111,1,92440,)
6118,1,92566,N
6121,1,92583,)
6128,1,92709,N
6131,1,92724,)
6138,1,92846,N
6141,1,92863,)
6148,1,92978,N
6151,1,92995,)
6158,1,93109,N
6161,1,93124,)
6168,1,93234,N
6171,1,93251,)
6178,1,93366,N
6181,1,93383,)
6188,1,93494,N
6191,1,93511,)
6198,1,93633,N
6201,1,93648,)
6208,1,93766,N
6211,1,93783,)
6218,1,93901,N
6221,1,93916,)
6228,1,94030,N
6231,1,94047,)
6238,1,94157,N
6241,1,94172,)
6248,1,94278,N
6251,1,94295,)
6258,1,94398,N
6261,1,94415,)
6268,1,94518,N
6271,1,94535,)
6278,1,94638,N
6281,1,94655,)
6288,1,94762,N
6291,1,94779,)
6298,1,94890,N
6301,1,94907,)
6308,1,95026,N
6311,1,95043,)
6318,1,95169,N
6321,1,95184,)
6328,1,95309,N
6331,1,95324,)
6338,1,95449,N
6341,1,95464,)
6348,1,95586,N
6351,1,95603,)
6358,1,95729,N
6361,1,95744,)
6368,1,95869,N
6371,1,95887,)
6378,1,96009,N
6381,1,96024,)
6388,1,96146,N
6391,1,96163,)
6398,1,96278,N
6401,1,96295,)
6408,1,96405,N
6411,1,96420,)
6418,1,96529,N
6421,1,96544,)
6428,1,96658,N
6431,1,96675,)
6438,1,96798,N
6441,1,96815,)
6448,1,96942,N
6451,1,96959,)
6458,1,97082,N
6461,1,97099,)
6468,1,97222,N
6471,1,97239,)
6478,1,97358,N
6481,1,97375,)
6488,1,97494,N
6491,1,97511,)
6498,1,97630,N
6501,1,97647,)
6508,1,97762,N
6511,1,97779,)
6518,1,97901,N
6521,1,97916,)
6528,1,98038,N
6531,1,98055,)
6538,1,98178,N
6541,1,98195,)
6548,1,98322,N
6551,1,98339,)
6558,1,98465,N
6561,1,98480,)
6568,1,98605,N
6571,1,98620,)
6578,1,98745,N
6581,1,98760,)
6588,1,98882,N
6591,1,98899,)
6598,1,99021,N
6601,1,99036,)
6608,1,99158,N
6611,1,99175,)
6618,1,99301,N
6621,1,99315,)
6628,1,99441,N
6631,1,99456,)
6638,1,99585,N
6641,1,99599,)
6648,1,99725,N
6651,1,99740,)
6658,1,99866,N
6661,1,99883,)
6668,1,100010,N
6671,1,100024,)
6678,1,100153,N
6681,1,100168,)
6688,1,100302,N
6691,1,100319,)
6698,1,100450,N
6701,1,100467,)
6708,1,100609,N
6711,1,100624,)
6718,1,100770,N
6721,1,100784,)
6728,1,100930,N
6731,1,100947,)
6738,1,101089,N
6741,1,101104,)
6748,1,101246,N
6751,1,101263,)
6758,1,101401,N
6761,1,101416,)
6768,1,101550,N
6771,1,101567,)
6778,1,101697,N
6781,1,101712,)
6788,1,101841,N
6791,1,101856,)
6798,1,101985,N
6801,1,102000,)
6808,1,102130,N
6811,1,102147,)
6818,1,102273,N
6821,1,102288,)
6828,1,102422,N
6831,1,102439,)
6838,1,102570,N
6841,1,102587,)
6848,1,102717,N
6851,1,102732,)
6858,1,102865,N
6861,1,102880,)
6868,1,103013,N
6871,1,103028,)
6878,1,103157,N
6881,1,103172,)
6888,1,103306,N
6891,1,103324,)
6898,1,103454,N
6901,1,103471,)
6908,1,103606,N
6911,1,103623,)
6918,1,103765,N
6921,1,103780,)
6928,1,103922,N
6931,1,103939,)
6938,1,104078,N
6941,1,104092,)
6948,1,104230,N
6951,1,104247,)
6958,1,104381,N
6961,1,104396,)
6968,1,104526,N
6971,1,104543,)
6978,1,104677,N
6981,1,104692,)
6988,1,104825,N
6991,1,104840,)
6998,1,104974,N
7001,1,104991,)
7008,1,105122,N
7011,1,105139,)
7018,1,105269,N
7021,1,105284,)
7028,1,105414,N
7031,1,105431,)
7038,1,105561,N
7041,1,105575,)
7048,1,105701,N
7051,1,105716,)
7058,1,105846,N
7061,1,105863,)
7068,1,105990,N
7071,1,106007,)
7078,1,106141,N
7081,1,106156,)
7088,1,106301,N
